Unique ID,Brand,Model,Case Size,Case Material,Dial,Reference Number,Movement,Bracelet Material,Bracelet Style,Bracelet Colour,Closing Mechanism,Closing Mechanism Material,Bezel,Bezel Colour,Bezel Numbers,Price,Complication 1,Complication 2,Complication 3,Complication 4,Hour Markers,Hour Marker Colour,Style,Exclusivity,Edition
AP/ROO.C/RG/BLK/AN,Audemars Piguet,Royal Oak Offshore Chronograph,42,Rose Gold,Black,26238OK.OO.A002CA.01,Calibre 4404,Rubber and Leather,NULL and Alligator,Black and Black,Pinbuckle,Rose Gold,Ceramic,Black,NULL,$58 000,Chronograph,Date,,,Arabic Numerals,Rose Gold and White,Sport,Low-Medium,NULL
AP/ROO.C/T/GRN/AN,Audemars Piguet,Royal Oak Offshore Chronograph,42,Titanium,Green,26238TI.OO.A056CA.01,Calibre 4404,Rubber and Leather,NULL and Calfskin,Green and Black,Pinbuckle,Titanium,Titanium,Titanium,NULL,$58 000,Chronograph,Date,,,Arabic Numerals,White Gold and White,Sport,Low,NULL
AP/ROO.C/T/GRY,Audemars Piguet,Royal Oak Offshore Chronograph,44,Titanium,Gray,26400IO.OO.A004CA.02,Calibre 4404,Rubber,NULL,Gray,Pinbuckle,Titanium,Ceramic,Gray,NULL,NULL,Chronograph,Date,,,Indices,White Gold and White,Sport,NULL,Out of Production
AP/ROO.C/C/BLU/AN,Audemars Piguet,Royal Oak Offshore Chronograph,44,Ceramic,Blue,26405CE.OO.A030CA.01.A,Calibre 4404,Rubber,NULL,Blue,Pinbuckle,Titanium,Ceramic,Blue,NULL,NULL,Chronograph,Date,,,Arabic Numerals,White Gold and White,Sport,NULL,Out of Production
AP/ROO.C/C/GRN/AN,Audemars Piguet,Royal Oak Offshore Chronograph,44,Ceramic,Green,26405CE.OO.A056CA.01.A,Calibre 4404,Rubber,NULL,Green,Pinbuckle,Titanium,Ceramic,Green,NULL,NULL,Chronograph,Date,,,Arabic Numerals,Rose Gold and White,Sport,NULL,Out of Production
AP/ROO.C/C/B/RG,Audemars Piguet,Royal Oak Offshore Chronograph,44,Ceramic,Black,26405NR.OO.A002CA.01.A,Calibre 4404,Rubber,NULL,Black,Pinbuckle,Rose Gold,Rose Gold,Rose Gold,NULL,NULL,Chronograph,Date,,,Arabic Numerals,Rose Gold and White,Sport,NULL,Out of Production
AP/ROO.C/T/BLU/SIL,Audemars Piguet,Royal Oak Offshore Chronograph,42,Titanium,Blue,26480TI.OO.A027CA.01,Calibre 2385,Rubber,NULL,Blue and White,Pinbuckle,Titanium,Titanium,Titanium,NULL,NULL,Chronograph,Date,,,Indices,White Gold and White,Sport,NULL,Out of Production
AP/ROO.C/T/GRY,Audemars Piguet,Royal Oak Offshore Chronograph,42,Titanium,Gray,26470IO.OO.A006CA.01.A,Calibre 3126/3840,Rubber,NULL,Light Gray and Dark Gray,Pinbuckle,Titanium,Titanium,Titanium,NULL,NULL,Chronograph,Date,,,Arabic Numerals,Silver and White,Sport,NULL,Out of Production
AP/ROO.C/RG/BLK/AN/OLD,Audemars Piguet,Royal Oak Offshore Chronograph,42,Rose Gold,Black,26470OR.OO.1000OR.03.A,Calibre 4404,Rose Gold,Integrated,Rose Gold,Folding Clasp,Rose Gold,Rose Gold,Rose Gold,NULL,NULL,Chronograph,Date,,,Indices,Rose Gold and White,Sport,NULL,Out of Production
AP/ROO.C/RG/BLK.RB/OLD,Audemars Piguet,Royal Oak Offshore Chronograph,42,Rose Gold,Black,26470OR.OO.A002CR.02.A,Calibre 4404,Leather,Alligator and NULL,Black,Pinbuckle,Rose Gold,Rose Gold,Rose Gold,NULL,NULL,Chronograph,Date,,,Indices,Rose Gold and White,Sport,NULL,Out of Production
AP/ROO.C/RG/BLUE/OLD,Audemars Piguet,Royal Oak Offshore Chronograph,42,Rose Gold,Blue,26471SR.OO.D101CR.01.A,Calibre 4404,Leather and Rubber,Alligator and NULL,Black and Blue,Pinbuckle,Rose Gold,Rose Gold,Rose Gold,NULL,NULL,Chronograph,Date,,,Indices,Rose Gold and White,Sport,NULL,Out of Production
AP/ROO.D/ST/BLK/RB,Audemars Piguet,Royal Oak Offshore Diver,42,Stainless Steel,Black,15710ST.OO.A002CA.01,Calibre 3120,Rubber,NULL,Black,Pinbuckle,Stainless Steel,Stainless Steel,Stainless Steel,White,NULL,Rotating Inner Bezel,Date,,,Indices,Silver and White,Diver,NULL,Out of Production
AP/ROO.D/ST/WHTBLU/RB,Audemars Piguet,Royal Oak Offshore Diver,42,Stainless Steel,White,15710ST.OO.A010CA.01,Calibre 3120,Rubber,NULL,White and Blue,Pinbuckle,Stainless Steel,Stainless Steel,Stainless Steel,White,NULL,Rotating Inner Bezel,Date,,,Indices,Silver and White,Diver,NULL,Out of Production
AP/ROO.D/T/WHTBLU/RB,Audemars Piguet,Royal Oak Offshore Diver,42,Titanium,White,15711OI.OO.A006CA.01,Calibre 3120,Rubber,NULL,Gray,Pinbuckle,Stainless Steel,Stainless Steel,Stainless Steel,White,NULL,Rotating Inner Bezel,Date,,,Indices,Rose Gold and White,Diver,NULL,Out of Production
AP/ROO.D/ST/BLU,Audemars Piguet,Royal Oak Offshore Diver,43,Stainless Steel,Blue,15605SK.OO.A350CA.01,Calibre 4302,Rubber,NULL,Blue and Black,Pinbuckle,Stainless Steel,Rubber,Blue,NULL,$40 000,NULL,,,,Indices,White Gold and White,Diver,Low,NULL
AP/ROO.D/ST/ST/GRY/RB,Audemars Piguet,Royal Oak Offshore Diver,43,Stainless Steel,Gray,15720ST.OO.A009CA.01,Calibre 4308,Rubber,NULL,Gray and Blue,Pinbuckle,Stainless Steel,Stainless Steel,Stainless Steel,White,$40 000,Rotating Inner Bezel,Date,,,Indices,White Gold and White,Diver,Low,NULL
AP/ROO.D/ST/BLU/RB,Audemars Piguet,Royal Oak Offshore Diver,43,Stainless Steel,Blue,15720ST.OO.A027CA.01,Calibre 4308,Rubber,NULL,Blue and Black,Pinbuckle,Stainless Steel,Stainless Steel,Stainless Steel,White,$40 000,Rotating Inner Bezel,Date,,,Indices,White Gold and White,Diver,Low,NULL
AP/ROO/MUS/C,Audemars Piguet,Royal Oak Offshore Music,43,Ceramic,Black,15600CE.OO.A002CA.01,Calibre 4309,Rubber,NULL,Black and Turquoise and Yellow and Green,Pinbuckle,Titanium,Ceramic,Black,NULL,NULL,NULL,,,,Indices,Black Ceramic and White,Sport,NULL,Out of Production
AP/ROO/MUS/T,Audemars Piguet,Royal Oak Offshore Music,43,Titanium,Blue,15600TI.OO.A343CA.01,Calibre 4309,Rubber,NULL,Blue and Turquoise and Yellow and Green,Pinbuckle,Titanium,Titanium,Titanium,NULL,NULL,NULL,,,,Indices,White Gold and White,Sport,NULL,Out of Production
AP/1159.C/41/WG/BLU/AN,Audemars Piguet,Code 11.59 Chronograph,41,White Gold,Blue,26393BC.OO.A002KB.01,Calibre 4401,Rubber Coated,NULL,Black,Pinbuckle,White Gold,White Gold,White Gold,NULL,$49 700,Chronograph,Date,,,Arabic Numerals and Indices,White Gold,Dress,Low-Medium,NULL
AP/1159.C/41/WG/BLK/AN,Audemars Piguet,Code 11.59 Chronograph,41,White Gold,Black,26393BC.OO.A002KB.02,Calibre 4401,Rubber Coated,NULL,Black,Pinbuckle,White Gold,White Gold,White Gold,NULL,$85 600,Chronograph,Date,,,Arabic Numerals and Indices,White Gold,Dress,Low-Medium,Special
AP/1159.C/41/WG/BLK/AN.RG,Audemars Piguet,Code 11.59 Chronograph,41,White Gold,Black,26393CR.OO.A002KB.01,Calibre 4401,Rubber Coated,NULL,Black,Pinbuckle,White Gold,White Gold,White Gold,NULL,$49 700,Chronograph,Date,,,Arabic Numerals and Indices,Rose Gold,Dress,Low-Medium,NULL
AP/1159.C/41/RG/BLK,Audemars Piguet,Code 11.59 Chronograph,41,Rose Gold,Black,26393NR.OO.A002KB.02,Calibre 4401,Rubber Coated,NULL,Black,Pinbuckle,Rose Gold,Rose Gold,Rose Gold,NULL,$49 700,Chronograph,Date,,,Indices,Rose Gold and White,Dress,Low-Medium,NULL
AP/1159.C/41/ST/GRYSMK,Audemars Piguet,Code 11.59 Chronograph,41,Stainless Steel,Gray Smoke,26393QT.OO.A064KB.01,Calibre 4401,Rubber Coated,NULL,Gray,Pinbuckle,Stainless Steel,Stainless Steel,Stainless Steel,NULL,$38 500,Chronograph,Date,,,Indices,White Gold and White,Dress,Low-Medium,NULL
AP/1159.C/41/ST/BLU/GRY,Audemars Piguet,Code 11.59 Chronograph,41,Stainless Steel,Gray,26393ST.OO.A009KB.01,Calibre 4401,Rubber Coated,NULL,Blue,Pinbuckle,Stainless Steel,Stainless Steel,Stainless Steel,NULL,$36 000,Chronograph,Date,,,Indices,White Gold and White,Dress,Low Medium,NULL
AP/1159.C/41/WG/BRTBLU,Audemars Piguet,Code 11.59 Chronograph,41,White Gold,Blue,26439NB.OO.A346KB.01,Calibre 4401,Rubber Coated,NULL,Blue,Pinbuckle,White Gold,White Gold,White Gold,NULL,$85 600,Chronograph,,,,Indices,White Gold and White,Dress,Medium-High,Special
AP/1159.C/41/ST/GRN,Audemars Piguet,Code 11.59 Chronograph,41,Stainless Steel,Green,26393ST.OO.A056KB.01,Calibre 4401,Rubber Coated,NULL,Green,Pinbuckle,Stainless Steel,Stainless Steel,Stainless Steel,NULL,$36 000,Chronograph,Date,,,Indices,White Gold and White,Dress,Low-Medium,NULL
AP/1159.C/41/ST/BLU,Audemars Piguet,Code 11.59 Chronograph,41,Stainless Steel,Blue,26393ST.OO.A348KB.01,Calibre 4401,Rubber Coated,NULL,Blue,Pinbuckle,Stainless Steel,Stainless Steel,Stainless Steel,NULL,$36 000,Chronograph,Date,,,Indices,White Gold and White,Dress,Low-Medium,NULL
AP/1159.C/41/WG/BLK/IND,Audemars Piguet,Code 11.59 Chronograph,41,White Gold,Black,26393BC.OO.A002CR.01,Calibre 4401,Leather,NULL,Black,Pinbuckle,White Gold,White Gold,White Gold,NULL,NULL,Chronograph,Date,,,Arabic Numeral and Indices,White Gold and White,Dress,Out of Production,NULL
AP/1159.C/41/WG/RED,Audemars Piguet,Code 11.59 Chronograph,41,White Gold,Red,26393BC.OO.A068CR.01,Calibre 4401,Leather,NULL,Red,Pinbuckle,White Gold,White Gold,White Gold,NULL,NULL,Chronograph,Date,,,Arabic Numeral and Indices,White Gold and White,Dress,Out of Production,NULL
AP/1159.C/41/WG/BLU/OLD,Audemars Piguet,Code 11.59 Chronograph,41,White Gold,Blue,26393BC.OO.A321CR.01,Calibre 4401,Leather,NULL,Blue,Pinbuckle,White Gold,White Gold,White Gold,NULL,NULL,Chronograph,Date,,,Arabic Numeral and Indices,White Gold and White,Dress,Out of Production,NULL
AP/1159.C/41/WG/SIL.RG,Audemars Piguet,Code 11.59 Chronograph,41,White Gold,Silver,26393CR.OO.A008KB.01,Calibre 4401,Rubber Coated,NULL,Light Gray,Pinbuckle,White Gold,White Gold,White Gold,NULL,NULL,Chronograph,Date,,,Arabic Numeral and Indices,Rose Gold,Dress,Out of Production,NULL
AP/1159.C/41/RG/BLUOMB,Audemars Piguet,Code 11.59 Chronograph,41,Rose Gold,Blue Ombre,26393OR.OO.A002KB.03,Calibre 4401,Rubber Coated,NULL,Black,Pinbuckle,Rose Gold,Rose Gold,Rose Gold,NULL,NULL,Chronograph,Date,,,Arabic Numeral and Indices,Rose Gold,Dress,Out of Production,NULL
AP/1159.C/41/RG/PRPOMB,Audemars Piguet,Code 11.59 Chronograph,41,Rose Gold,Purple Ombre,26393OR.OO.A002KB.02,Calibre 4401,Rubber Coated,NULL,Black,Pinbuckle,Rose Gold,Rose Gold,Rose Gold,NULL,NULL,Chronograph,Date,,,Arabic Numeral and Indices,Rose Gold,Dress,Out of Production,NULL
AP/1159.C/41/RG/BLU,Audemars Piguet,Code 11.59 Chronograph,41,Rose Gold,Blue,26393OR.OO.A027KB.01,Calibre 4401,Rubber Coated,NULL,Blue,Pinbuckle,Rose Gold,Rose Gold,Rose Gold,NULL,NULL,Chronograph,Date,,,Arabic Numeral and Indices,Rose Gold,Dress,Out of Production,NULL
AP/1159.C/41/RG/PRP/AN,Audemars Piguet,Code 11.59 Chronograph,41,Rose Gold,Purple,26393OR.OO.A616CR.01,Calibre 4401,Rubber Coated,NULL,Blue,Pinbuckle,Rose Gold,Rose Gold,Rose Gold,NULL,NULL,Chronograph,Date,,,Arabic Numeral and Indices,Rose Gold,Dress,Out of Production,NULL
AP/1159/41/STRWHL,Audemars Piguet,Code 11.59 Starwheel,41,Ceramic,Blue,15212NB.OO.A002KB.01-AB,Calibre 4310,Rubber Coated,NULL,Black,Pinbuckle,White Gold,White Gold,White Gold,NULL,$59 600,Wandering Time,,,,Arabic Numerals,White,Dress,Low-Medium,NULL
AP/1159/41/WG/SOD,Audemars Piguet,Code 11.59,41,White Gold,Blue Sodalite,15210BC.OO.A021CR.01,Calibre 4309,Leather,Alligator,Blue,Pinbuckle,White Gold,White Gold,White Gold,NULL,NULL,NULL,,,,Arabic Numerals and Diamonds,White Gold and Diamond,Dress,Out of Production,NULL
AP/1159/41/RG/GRN,Audemars Piguet,Code 11.59,41,Rose Gold,Green,15210OR.OO.A056KB.01,Calibre 4302,Rubber Coated,NULL,Green,Pinbuckle,Rose Gold,Rose Gold,Rose Gold,NULL,$35 400,NULL,,,,Indices,Rose Gold and White,Dress,Low-Medium,NULL
AP/1159/41/RG/PRP,Audemars Piguet,Code 11.59,41,Rose Gold,Purple,15210OR.OO.A616CR.01,Calibre 4302,Leather,Alligator,Purple,Pinbuckle,Rose Gold,Rose Gold,Rose Gold,NULL,NULL,NULL,,,,Arabic Numeral and Indices,Rose Gold,Dress,Out of Production,NULL
AP/1159/41/WG/SIL,Audemars Piguet,Code 11.59,41,White Gold,Silver,15210CR.OO.A008KB.01,Calibre 4302,Rubber Coated,NULL,Light Gray,Pinbuckle,White Gold,White Gold,White Gold,NULL,NULL,NULL,,,,Arabic Numeral and Indices,Rose Gold,Dress,Out of Production,NULL
AP/1159/41/WG/BLK,Audemars Piguet,Code 11.59,41,White Gold,Black,15210BC.OO.A002CR.01,Calibre 4302,Leather,Alligator,Black,Pinbuckle,White Gold,White Gold,White Gold,NULL,NULL,NULL,,,,Arabic Numeral and Indices,White Gold,Dress,Out of Production,NULL
AP/1159/41/WG/RED,Audemars Piguet,Code 11.59,41,White Gold,Red,15210BC.OO.A500KB.01,Calibre 4302,Rubber Coated,NULL,Red,Pinbuckle,White Gold,White Gold,White Gold,NULL,NULL,NULL,,,,Arabic Numeral and Indices,White Gold,Dress,Out of Production,NULL
AP/1159/41/ST/GRYSMK,Audemars Piguet,Code 11.59,41,Stainless Steel,Gray Smoke,15210QT.OO.A064KB.01,Calibre 4302,Rubber Coated,NULL,Light Gray,Pinbuckle,Stainless Steel,Stainless Steel,Stainless Steel,NULL,NULL,NULL,,,,Indices,White Gold and White,Dress,Low,NULL
AP/1159/38/RG/PRP,Audemars Piguet,Code 11.59,38,Rose Gold,Purple,77410OR.OO.A623CR.01,Calibre 4302,Leather,Alligator,Purple,Pinbuckle,Rose Gold,Rose Gold,Rose Gold,NULL,NULL,NULL,,,,Indices,Rose Gold and White,Dress,Low-Medium,NULL
AP/1159/38/RG/LBLU,Audemars Piguet,Code 11.59,38,Rose Gold,Light Blue,77410OR.OO.A344CR.01,Calibre 4302,Leather,Alligator,Light Blue,Pinbuckle,Rose Gold,Rose Gold,Rose Gold,NULL,NULL,NULL,,,,Indices,Rose Gold,Dress,Low-Medium,NULL
AP/RO.T/41/ST/PRP,Audemars Piguet,Royal Oak Tourbillion,41,Stainless Steel,Purple,26522ST.OO.1220ST.01,Calibre 2924,Stainless Steel,Integrated,Stainless Steel,Folding Clasp,Stainless Steel,Stainless Steel,Stainless Steel,NULL,NULL,Tourbillion,,,,Indices,White Gold and White,Dress,NULL,Out of Production
AP/RO.T/41/RG/GRYSMK,Audemars Piguet,Royal Oak Tourbillion,41,Rose Gold,Gray Smoke,26530OR.OO.1220OR.01,Calibre 2924,Rose Gold,Integrated,Rose Gold,Folding Clasp,Rose Gold,Rose Gold,Rose Gold,NULL,NULL,Tourbillion,,,,Indices,Rose Gold and White,Dress,NULL,Out of Production
AP/RO.T/41/ST/BLU,Audemars Piguet,Royal Oak Tourbillion,41,Stainless Steel,Blue,26530ST.OO.1220ST.01,Calibre 2924,Stainless Steel,Integrated,Stainless Steel,Folding Clasp,Stainless Steel,Stainless Steel,Stainless Steel,NULL,NULL,Tourbillion,,,,Indices,White Gold and White,Dress,NULL,Out of Production
AP/RO.T/41/RG/BLUSMK,Audemars Piguet,Royal Oak Tourbillion,41,Rose Gold,Blue Smoke,26730OR.OO.1320OR.02,Calibre 2924,Rose Gold,Integrated,Rose Gold,Folding Clasp,Rose Gold,Rose Gold,Rose Gold,NULL,NULL,Tourbillion,,,,Indices,Rose Gold and White,Dress,NULL,Out of Production
AP/RO.T/41/RG/GRY,Audemars Piguet,Royal Oak Tourbillion,41,Rose Gold,Gray,26730OR.OO.1320OR.05,Calibre 2950,Rose Gold,Integrated,Rose Gold,Folding Clasp,Rose Gold,Rose Gold,Rose Gold,NULL,NULL,Tourbillion,,,,Indices,Rose Gold and White,Dress,NULL,Out of Production
AP/RO.T/41/YG/CHMSMK,Audemars Piguet,Royal Oak Tourbillion,41,Yellow Gold,Champagne Ombre,26730BA.OO.1320BA.01,Calibre 2950,Yellow Gold,Integrated,Yellow Gold,Folding Clasp,Yellow Gold,Yellow Gold,Yellow Gold,NULL,NULL,Tourbillion,,,,Indices,Yellow Gold and White,Dress,NULL,Out of Production
AP/RO.PC/41/RG/BLU,Audemars Piguet,Royal Oak Perpetual Calendar,41,Rose Gold,Blue,26574OR.OO.1220OR.02,Calibre 5134,Rose Gold,Integrated,Rose Gold,Folding Clasp,Rose Gold,Rose Gold,Rose Gold,NULL,NULL,Perpetual Calendar,,,,Indices,White Gold and White,Dress,NULL,Out of Production
AP/RO.PC/41/ST/BLU,Audemars Piguet,Royal Oak Perpetual Calendar,41,Stainless Steel,Blue,26574ST.OO.1220ST.03,Calibre 5134,Stainless Steel,Integrated,Stainless Steel,Folding Clasp,Stainless Steel,Stainless Steel,Stainless Steel,NULL,NULL,Perpetual Calendar,,,,Indices,White Gold and White,Dress,NULL,Out of Production
AP/RO.PC/41/WG/BLU,Audemars Piguet,Royal Oak Perpetual Calendar,41,White Gold,Blue,26574BC.OO.1220BC.02,Calibre 5134,Rose Gold,Integrated,White Gold,Folding Clasp,White Gold,White Gold,White Gold,NULL,NULL,Perpetual Calendar,,,,Indices,White Gold and White,Dress,NULL,Out of Production
AP/RO.PC/41/C/BLK,Audemars Piguet,Royal Oak Perpetual Calendar,41,Ceramic,Black,26579CE.OO.1225CE.01,Calibre 5134,Ceramic,Integrated,Black,Folding Clasp,Ceramic,Ceramic,Black,NULL,NULL,Perpetual Calendar,,,,Indices,White Gold and White,Dress,NULL,Out of Production
AP/RO.C/41/FRST.YG/CHM,Audemars Piguet,Royal Oak Chronograph,41,Frosted Yellow Gold,Champagne,26240BA.GG.1324BA.01,Calibre 4401,Frosted Yellow Gold,Integrated,Frosted Yellow Gold,Folding Clasp,Frosted Yellow Gold,Frosted Yellow Gold,Frosted Yellow Gold,NULL,NULL,Chronograph,Date,,,Indices,Yellow Gold and White,Dress,NULL,Out of Production
AP/RO.C/41/WG/PRP,Audemars Piguet,Royal Oak Chronograph,41,White Gold,Purple,26240BC.OO.1320BC.01,Calibre 4401,White Gold,Integrated,White Gold,Folding Clasp,White Gold,White Gold,White Gold,NULL,NULL,Chronograph,Date,,,Indices,White Gold and White,Dress,NULL,Out of Production
AP/RO.C/41/RG/WHT,Audemars Piguet,Royal Oak Chronograph,41,Rose Gold,White,26240OR.OO.1320OR.03,Calibre 4401,Rose Gold,Integrated,Rose Gold,Folding Clasp,Rose Gold,Rose Gold,Rose Gold,NULL,NULL,Chronograph,Date,,,Indices,Rose Gold and White,Dress,NULL,Out of Production
AP/RO.C/41/FRST.WG/PRP,Audemars Piguet,Royal Oak Chronograph,41,Frosted White Gold,Purple,26331BC.GG.1224BC.01,Calibre 4401,Frosted White Gold,Integrated,Frosted White Gold,Folding Clasp,Frosted White Gold,Frosted White Gold,Frosted White Gold,NULL,NULL,Chronograph,Date,,,Indices,White Gold and White,Dress,NULL,Out of Production
AP/RO.C/41/SG/BLU,Audemars Piguet,Royal Oak Chronograph,41,Salmon Gold,Blue,26331OR.OO.1220OR.01,Calibre 4401,Salmon Gold,Integrated,Salmon Gold,Folding Clasp,Salmon Gold,Salmon Gold,Salmon Gold,NULL,NULL,Chronograph,Date,,,Indices,Salmon Gold and White,Dress,NULL,Out of Production
AP/RO.C/41/ST/BLU,Audemars Piguet,Royal Oak Chronograph,41,Stainless Steel,Blue,26331ST.OO.1220ST.01,Calibre 4401,Stainless Steel,Integrated,Stainless Steel,Folding Clasp,Stainless Steel,Stainless Steel,Stainless Steel,NULL,NULL,Chronograph,Date,,,Indices,White Gold and White,Dress,NULL,Out of Production
AP/RO.C/41/RG/WHT,Audemars Piguet,Royal Oak Chronograph,41,Rose Gold,White,26315OR.OO.1256OR.01,Calibre 4401,Rose Gold,Integrated,Rose Gold,Folding Clasp,Rose Gold,Rose Gold,Rose Gold,NULL,NULL,Chronograph,Date,,,Indices,Rose Gold and White,Dress,NULL,Out of Production
AP/RO.C/41/RG/GRN,Audemars Piguet,Royal Oak Chronograph,41,Rose Gold,Green,26240OR.OO.1320OR.08,Calibre 4401,Rose Gold,Integrated,Rose Gold,Folding Clasp,Rose Gold,Rose Gold,Rose Gold,NULL,$78 200,Chronograph,Date,,,Indices,Rose Gold and White,Dress,,
AP/RO.C/41/RG/BLU,Audemars Piguet,Royal Oak Chronograph,41,Rose Gold,Blue,26240OR.OO.1320OR.05,Calibre 4401,Rose Gold,Integrated,Rose Gold,Folding Clasp,Rose Gold,Rose Gold,Rose Gold,NULL,$78 200,Chronograph,Date,,,Indices,Rose Gold,Dress,,
AP/RO.C/41/ST/BLU,Audemars Piguet,Royal Oak Chronograph,41,Stainless Steel,Blue,26240ST.OO.1320ST.05,Calibre 4401,Stainless Steel,Integrated,Stainless Steel,Folding Clasp,Stainless Steel,Stainless Steel,Stainless Steel,NULL,$78 200,Chronograph,Date,,,Indices,Stainless Steel,Dress,,
AP/RO.C/41/ST/BLK,Audemars Piguet,Royal Oak Chronograph,41,Stainless Steel,Black,26240ST.OO.1320ST.06,Calibre 4401,Stainless Steel,Integrated,Stainless Steel,Folding Clasp,Stainless Steel,Stainless Steel,Stainless Steel,NULL,$38 500,Chronograph,Date,,,Indices,Stainless Steel,Dress,,
AP/RO.C/41/ST/WHT,Audemars Piguet,Royal Oak Chronograph,41,Stainless Steel,White,26240ST.OO.1320ST.07,Calibre 4401,Stainless Steel,Integrated,Stainless Steel,Folding Clasp,Stainless Steel,Stainless Steel,Stainless Steel,NULL,$38 500,Chronograph,Date,,,Indices,Stainless Steel,Dress,,
AP/RO.C/41/ST/GRN,Audemars Piguet,Royal Oak Chronograph,41,Stainless Steel,Green,26240ST.OO.1320ST.08,Calibre 4401,Stainless Steel,Integrated,Stainless Steel,Folding Clasp,Stainless Steel,Stainless Steel,Stainless Steel,NULL,$38 500,Chronograph,Date,,,Indices,Stainless Steel,Dress,,
AP/RO.C/41/YG/CHMOMB,Audemars Piguet,Royal Oak Chronograph,41,Yellow Gold,Champagne Ombre,26240BA.OO.1320BA.02,Calibre 4401,Yellow Gold,Integrated,Yellow Gold,Folding Clasp,Yellow Gold,Yellow Gold,Yellow Gold,NULL,$78 200,Chronograph,Date,,,Indices,Yellow Gold and White,Dress,,
AP/RO.C/41/YG/GRN,Audemars Piguet,Royal Oak Chronograph,41,Yellow Gold,Green,26331BA.OO.1220BA.01,Calibre 4401,Yellow Gold,Integrated,Yellow Gold,Folding Clasp,Yellow Gold,Yellow Gold,Yellow Gold,NULL,NULL,Chronograph,Date,,,Indices,Yellow Gold and White,Sport,Out of Production,NULL
AP/RO.C/41/YG/BLUCHM,Audemars Piguet,Royal Oak Chronograph,41,Yellow Gold,Blue,26331BA.OO.1220BA.01,Calibre 4401,Yellow Gold,Integrated,Yellow Gold,Folding Clasp,Yellow Gold,Yellow Gold,Yellow Gold,NULL,NULL,Chronograph,Date,,,Indices,Yellow Gold and White,Sport,Out of Production,NULL
AP/RO.C/41/C/BLK,Audemars Piguet,Royal Oak Chronograph,41,Ceramic,Black,26240CE.OO.1225CE.02,Calibre 4401,Ceramic,Integrated,Black,Folding Clasp,Ceramic,Ceramic,Black,NULL,$78 200,Chronograph,Date,,,Indices,Rose Gold and White,Dress,,
AP/RO.C/38/WG/BLU/DIA,Audemars Piguet,Royal Oak Chronograph,38,White Gold,Blue,26715BC.ZZ.1356BC.01,Calibre 2385,White Gold,Integrated,White Gold,Folding Clasp,White Gold,Diamond,Diamond,NULL,Price on Request,Chronograph,Date,,,Diamond,Diamond,Dress,High,NULL
AP/RO.C/38/RG/PRP/AMY,Audemars Piguet,Royal Oak Chronograph,38,Rose Gold,Light Purple,26319OR.AY.1256OR.01,Calibre 2385,Rose Gold,Integrated,Rose Gold,Folding Clasp,Rose Gold,Amethyst,Amethyst,NULL,$95 900,Chronograph,Date,,,Indices,Rose Gold and White,Dress,High,NULL
AP/RO.C/38/RG/BLK/DIA,Audemars Piguet,Royal Oak Chronograph,38,Rose Gold,Black,26715OR.ZZ.1356OR.02,Calibre 2385,Rose Gold,Integrated,Rose Gold,Folding Clasp,Rose Gold,Diamond,Diamond,NULL,Price on Request,Chronograph,Date,,,Diamond,Diamond,Dress,High,NULL
AP/RO/41/ST/BLU,Audemars Piguet,Royal Oak,41,Stainless Steel,Blue,15510ST.OO.1320ST.06,Calibre 4302,Stainless Steel,Integrated,Stainless Steel,Folding Clasp,Stainless Steel,Stainless Steel,Stainless Steel,NULL,$28 600,NULL,,,,Indices,White Gold and White,Casual,Low-Medium,NULL
AP/RO/41/ST/BLK,Audemars Piguet,Royal Oak,41,Stainless Steel,Black,15510ST.OO.1320ST.07,Calibre 4302,Stainless Steel,Integrated,Stainless Steel,Folding Clasp,Stainless Steel,Stainless Steel,Stainless Steel,NULL,$28 600,NULL,,,,Indices,White Gold and White,Casual,Low-Medium,NULL
AP/RO/41/ST/WHT,Audemars Piguet,Royal Oak,41,Stainless Steel,White,15510ST.OO.1320ST.08,Calibre 4302,Stainless Steel,Integrated,Stainless Steel,Folding Clasp,Stainless Steel,Stainless Steel,Stainless Steel,NULL,$28 600,NULL,,,,Indices,White Gold and White,Casual,Low-Medium,NULL
AP/RO/41/ST/GRN,Audemars Piguet,Royal Oak,41,Stainless Steel,Green,15510ST.OO.1320ST.09,Calibre 4302,Stainless Steel,Integrated,Stainless Steel,Folding Clasp,Stainless Steel,Stainless Steel,Stainless Steel,NULL,$28 600,NULL,,,,Indices,White Gold and White,Casual,Low-Medium,NULL
AP/RO/41/ST/GRY,Audemars Piguet,Royal Oak,41,Stainless Steel,Gray,15510ST.OO.1320ST.10,Calibre 4302,Stainless Steel,Integrated,Stainless Steel,Folding Clasp,Stainless Steel,Stainless Steel,Stainless Steel,NULL,$28 600,NULL,,,,Indices,White Gold and White,Casual,Low-Medium,NULL
AP/RO/41/RG/BLK,Audemars Piguet,Royal Oak,41,Rose Gold,Black,15510OR.OO.1320OR.04,Calibre 4302,Rose Gold,Integrated,Rose Gold,Folding Clasp,Rose Gold,Rose Gold,Rose Gold,NULL,$65 800,NULL,,,,Indices,Rose Gold and White,Casual,Medium,NULL
